(MA-99-3a) Population Estimates for Metropolitan Areas and Components, Annual Time Series
           April 1, 1990 to July 1, 1999 (includes April 1, 1990 Population Estimates Base)
     
Source:   Population Estimates Program, Population Division, U.S. Census Bureau, Washington, DC 20233
Contact:  Statistical Information Staff, Population Division, U.S. Census Bureau (301-457-2422)
          pop@census.gov (Please include a telephone number with email correspondence.)
     
Internet Release Date:  October 20, 2000
     
Block 1 of 2:  Population Estimates for the Years 1994-1999

                                                --------------------------Estimated Population--------------------------
Area Name                                             7/1/99      7/1/98      7/1/97      7/1/96      7/1/95      7/1/94
Beaumont-Port Arthur, TX MSA....................     372,811     369,075     365,455     361,268     361,218
  Hardin County, TX.............................      44,593      43,349      42,287      41,383      41,320
  Jefferson County, TX..........................     244,835     242,986     241,421     239,325     239,389
  Orange County, TX.............................      83,383      82,740      81,747      80,560      80,509
Bellingham, WA MSA..............................     142,341     138,061     133,330     129,006     127,780
  Whatcom County, WA............................     142,341     138,061     133,330     129,006     127,780
Benton Harbor, MI MSA...........................     161,317     161,329     161,252     161,347     161,378
  Berrien County, MI............................     161,317     161,329     161,252     161,347     161,378
Billings, MT MSA................................     120,643     117,982     115,176     113,514     113,419
  Yellowstone County, MT........................     120,643     117,982     115,176     113,514     113,419
Biloxi-Gulfport-Pascagoula, MS MSA..............     329,208     321,468     313,987     312,267     312,368
  Hancock County, MS............................      34,861      33,143      32,397      31,889      31,760
  Harrison County, MS...........................     170,663     167,835     164,801     165,234     165,365
  Jackson County, MS............................     123,684     120,490     116,789     115,144     115,243
Binghamton, NY MSA..............................     264,159     265,293     264,920     264,586     264,497
  Broome County, NY.............................     210,841     212,126     212,079     212,102     212,160
  Tioga County, NY..............................      53,318      53,167      52,841      52,484      52,337
Birmingham, AL MSA..............................     870,389     860,028     850,747     841,738     839,942
  Blount County, AL.............................      40,992      40,230      39,868      39,410      39,248
  Jefferson County, AL..........................     661,267     659,355     656,128     652,109     651,520
  St. Clair County, AL..........................      54,525      52,896      51,376      50,089      49,811
  Shelby County, AL.............................     113,605     107,547     103,375     100,130      99,363
Bismarck, ND MSA................................      87,139      85,855      84,535      83,905      83,831
  Burleigh County, ND...........................      63,244      62,354      61,113      60,267      60,131
  Morton County, ND.............................      23,895      23,501      23,422      23,638      23,700
Bloomington, IN MSA.............................     112,267     110,961     109,822     109,308     108,978
  Monroe County, IN.............................     112,267     110,961     109,822     109,308     108,978
Bloomington-Normal, IL MSA......................     135,395     133,198     131,639     129,609     129,180
  McLean County, IL.............................     135,395     133,198     131,639     129,609     129,180
Boise City, ID MSA..............................     334,063     319,945     309,532     298,161     295,851
  Ada County, ID................................     233,569     223,336     215,761     207,522     205,775
  Canyon County, ID.............................     100,494      96,609      93,771      90,639      90,076
Boston-Worcester-Lawrence, MA-NH-ME-CT CMSA.....   5,460,318   5,436,292   5,434,351   5,458,193   5,455,535
  Boston, MA-NH PMSA............................   3,214,625   3,205,994   3,210,741   3,227,178   3,227,779
    Bristol County, MA (pt.)....................      94,406      93,073      92,182      90,770      90,660
      Berkley town, MA..........................       4,644       4,474       4,365       4,247       4,242
      Dighton town, MA..........................       5,700       5,665       5,633       5,607       5,600
      Mansfield town, MA........................      17,812      17,352      17,100      16,713      16,692
      Norton town, MA...........................      14,962      14,696      14,515      14,261      14,245
      Taunton city, MA..........................      51,288      50,886      50,569      49,942      49,881
    Essex County, MA (pt.)......................     429,872     428,724     428,822     430,242     429,876
      Amesbury town, MA.........................      15,104      14,969      14,933      14,985      14,972
      Beverly city, MA..........................      38,095      37,925      38,034      38,187      38,155
      Danvers town, MA..........................      24,174      24,112      24,166      24,194      24,174
      Essex town, MA............................       3,290       3,269       3,268       3,263       3,260
      Gloucester city, MA.......................      28,832      28,714      28,730      28,748      28,723
      Hamilton town, MA.........................       7,343       7,285       7,283       7,316       7,310
      Ipswich town, MA..........................      11,971      11,922      11,889      11,891      11,881
      Lynn city, MA.............................      80,494      80,626      80,845      81,380      81,311
      Lynnfield town, MA........................      11,071      11,047      11,058      11,128      11,118
      Manchester-by-the-Sea town, MA............       5,334       5,327       5,324       5,331       5,326
      Marblehead town, MA.......................      19,732      19,723      19,788      19,953      19,936
      Middleton town, MA........................       5,080       5,008       4,956       4,925       4,921
      Nahant town, MA...........................       3,750       3,756       3,767       3,798       3,795
      Newbury town, MA..........................       5,735       5,679       5,647       5,611       5,606
      Newburyport city, MA......................      16,293      16,241      16,252      16,338      16,324
      Peabody city, MA..........................      47,281      47,152      47,146      47,216      47,176
      Rockport town, MA.........................       7,496       7,491       7,503       7,495       7,489
      Rowley town, MA...........................       4,905       4,791       4,559       4,456       4,452
      Salem city, MA............................      37,824      37,809      37,858      38,161      38,129
      Salisbury town, MA........................       6,910       6,879       6,868       6,886       6,880
      Saugus town, MA...........................      25,848      25,741      25,746      25,656      25,634
      Swampscott town, MA.......................      13,405      13,393      13,421      13,540      13,528
      Topsfield town, MA........................       5,585       5,557       5,558       5,593       5,588
      Wenham town, MA...........................       4,320       4,308       4,223       4,191       4,188
    Middlesex County, MA (pt.)..................   1,119,785   1,119,641   1,119,581   1,124,498   1,124,603
      Acton town, MA............................      18,079      17,944      17,829      17,858      17,860
      Arlington town, MA........................      43,896      44,037      44,231      44,625      44,629
      Ashland town, MA..........................      12,488      12,393      12,361      12,065      12,066
      Ayer town, MA.............................       7,015       6,998       6,996       6,870       6,871
      Bedford town, MA..........................      13,162      13,179      13,169      12,970      12,971
      Belmont town, MA..........................      24,150      24,242      24,362      24,660      24,662
      Boxborough town, MA.......................       3,449       3,330       3,268       3,222       3,222
      Burlington town, MA.......................      23,011      22,993      23,001      23,162      23,164
      Cambridge city, MA........................      94,519      94,889      95,131      95,852      95,860
      Carlisle town, MA.........................       4,392       4,344       4,327       4,333       4,333
      Concord town, MA..........................      17,193      17,184      17,124      17,076      17,078
      Everett city, MA..........................      35,275      35,370      35,389      35,708      35,711
      Framingham town, MA.......................      64,420      64,527      64,733      64,981      64,987
      Holliston town, MA........................      13,024      12,975      12,941      12,937      12,938
      Hopkinton town, MA........................       9,431       9,290       9,302       9,178       9,179
      Hudson town, MA...........................      17,479      17,467      17,384      17,215      17,217
      Lexington town, MA........................      28,737      28,731      28,768      28,971      28,974
      Lincoln town, MA..........................       7,741       7,718       7,659       7,695       7,696
      Littleton town, MA........................       7,520       7,424       7,381       7,164       7,165
      Malden city, MA...........................      53,037      53,171      53,353      53,911      53,916
      Marlborough city, MA......................      32,265      32,057      31,916      31,830      31,833
      Maynard town, MA..........................      10,247      10,229      10,236      10,330      10,331
      Medford city, MA..........................      56,549      56,763      56,968      57,277      57,282
      Melrose city, MA..........................      27,560      27,652      27,779      28,109      28,112
      Natick town, MA...........................      30,960      30,803      30,655      30,508      30,511
      Newton city, MA...........................      81,478      81,813      81,915      82,577      82,585
      North Reading town, MA....................      12,080      11,965      11,945      11,979      11,980
      Reading town, MA..........................      22,594      22,499      22,485      22,543      22,545
      Sherborn town, MA.........................       3,981       3,969       3,978       3,997       3,997
      Shirley town, MA..........................       7,354       7,145       6,164       6,117       6,118
      Somerville city, MA.......................      74,925      75,185      75,505      76,295      76,302
      Stoneham town, MA.........................      22,072      22,090      22,148      22,253      22,255
      Stow town, MA.............................       5,515       5,473       5,355       5,324       5,325
      Sudbury town, MA..........................      14,510      14,378      14,351      14,405      14,406
      Townsend town, MA.........................       8,650       8,566       8,529       8,493       8,494
      Wakefield town, MA........................      24,522      24,495      24,577      24,808      24,810
      Waltham city, MA..........................      56,965      57,157      57,190      57,871      57,876
      Watertown city, MA........................      32,654      32,750      32,884      33,275      33,278
      Wayland town, MA..........................      11,745      11,716      11,730      11,824      11,825
      Weston town, MA...........................       9,949       9,948      10,050      10,199      10,200
      Wilmington town, MA.......................      18,591      18,181      17,939      17,677      17,679
      Winchester town, MA.......................      20,255      20,307      20,375      20,265      20,267
      Woburn city, MA...........................      36,346      36,294      36,198      36,089      36,093
    Norfolk County, MA (pt.)....................     621,082     617,260     613,189     612,103     611,529
      Bellingham town, MA.......................      15,179      15,107      14,994      14,881      14,867
      Braintree town, MA........................      34,220      34,070      33,991      33,866      33,834
      Brookline town, MA........................      54,391      54,282      54,221      54,762      54,711
      Canton town, MA...........................      19,810      19,574      19,185      18,538      18,520
      Cohasset town, MA.........................       7,067       7,053       7,031       7,083       7,076
      Dedham town, MA...........................      23,700      23,671      23,606      23,795      23,772
      Dover town, MA............................       5,027       4,949       4,908       4,921       4,916
      Foxborough town, MA.......................      14,956      14,770      14,652      14,644      14,630
      Franklin city, MA.........................      23,979      23,246      22,645      22,109      22,089
      Holbrook town, MA.........................      11,040      11,028      10,994      11,052      11,041
      Medfield town, MA.........................      10,759      10,642      10,500      10,529      10,519
      Medway town, MA...........................      10,561      10,411      10,192       9,966       9,957
      Millis town, MA...........................       7,679       7,616       7,555       7,596       7,589
      Milton town, MA...........................      25,721      25,661      25,557      25,742      25,718
      Needham town, MA..........................      27,570      27,486      27,385      27,581      27,555
      Norfolk town, MA..........................       9,858       9,699       9,604       9,297       9,290
      Norwood town, MA..........................      28,776      28,750      28,643      28,730      28,703
      Plainville town, MA.......................       7,073       7,007       6,933       6,893       6,886
      Quincy city, MA...........................      85,730      85,610      85,249      85,058      84,977
      Randolph town, MA.........................      30,381      30,298      30,148      30,128      30,099
      Sharon town, MA...........................      15,812      15,633      15,510      15,560      15,545
      Stoughton town, MA........................      27,108      26,924      26,704      26,800      26,775
      Walpole town, MA..........................      21,386      21,026      20,801      20,233      20,214
      Wellesley town, MA........................      26,613      26,617      26,482      26,630      26,608
      Westwood town, MA.........................      12,691      12,631      12,563      12,580      12,568
      Weymouth town, MA.........................      54,608      54,289      54,039      54,115      54,064
      Wrentham town, MA.........................       9,387       9,210       9,097       9,014       9,006
    Plymouth County, MA (pt.)...................     223,660     221,121     219,999     219,270     218,823
      Carver town, MA...........................      10,875      10,756      10,699      10,623      10,601
      Duxbury town, MA..........................      14,203      13,928      13,949      13,916      13,888
      Hanover town, MA..........................      12,340      12,168      12,119      11,942      11,918
      Hingham town, MA..........................      19,792      19,710      19,729      19,862      19,821
      Hull town, MA.............................      10,409      10,384      10,410      10,488      10,467
      Kingston town, MA.........................       9,739       9,395       9,196       9,047       9,029
      Marshfield town, MA.......................      22,028      21,870      21,655      21,594      21,549
      Norwell town, MA..........................       9,372       9,279       9,259       9,295       9,276
      Pembroke town, MA.........................      15,104      14,806      14,632      14,571      14,541
      Plymouth town, MA.........................      47,237      46,692      46,309      45,711      45,618
      Rockland town, MA.........................      16,490      16,252      16,116      16,145      16,112
      Scituate town, MA.........................      16,786      16,689      16,726      16,803      16,769
      Wareham town, MA..........................      19,285      19,192      19,200      19,273      19,234
    Suffolk County, MA..........................     637,873     638,765     648,870     661,801     663,906
      Boston city, MA...........................     551,911     552,476     561,153     572,479     574,289
      Chelsea city, MA..........................      27,449      27,557      28,047      28,623      28,716
      Revere city, MA...........................      41,216      41,374      42,007      42,641      42,783
      Winthrop town, MA.........................      17,297      17,358      17,663      18,058      18,118
    Worcester County, MA (pt.)..................      80,586      80,124      80,838      81,062      80,977
      Berlin town, MA...........................       2,283       2,268       2,271       2,296       2,293
      Blackstone town, MA.......................       8,126       8,071       8,029       8,029       8,020
      Bolton town, MA...........................       3,208       3,179       3,162       3,137       3,134
      Harvard town, MA..........................      11,480      11,555      12,375      12,340      12,329
      Hopedale town, MA.........................       5,642       5,554       5,573       5,700       5,694
      Lancaster town, MA........................       6,573       6,570       6,595       6,627       6,621
      Mendon town, MA...........................       4,128       4,060       4,013       3,986       3,982
      Milford town, MA..........................      25,152      25,101      25,163      25,383      25,354
      Millville town, MA........................       2,310       2,301       2,281       2,238       2,236
      Southborough town, MA.....................       6,733       6,640       6,635       6,639       6,632
      Upton town, MA............................       4,951       4,825       4,741       4,687       4,682
    Rockingham County, NH (pt.).................       7,361       7,286       7,260       7,432       7,405
      Seabrook town, NH.........................       6,534       6,466       6,440       6,589       6,565
      South Hampton town, NH....................         827         820         820         843         840
  Brockton, MA PMSA.............................     240,212     237,945     237,270     236,830     236,390
    Bristol County (pt.)........................      30,053      29,801      29,694      29,688      29,653
      Easton town, MA...........................      20,039      19,894      19,833      19,830      19,807
      Raynham town, MA..........................      10,014       9,907       9,861       9,858       9,846
    Norfolk County (pt.)........................       4,595       4,592       4,561       4,562       4,558
      Avon town, MA.............................       4,595       4,592       4,561       4,562       4,558
    Plymouth County (pt.).......................     205,564     203,552     203,015     202,580     202,179
      Abington town, MA.........................      14,136      13,922      13,784      13,829      13,801
      Bridgewater town, MA......................      22,284      21,637      21,675      21,280      21,245
      Brockton city, MA.........................      92,716      92,500      92,518      92,968      92,781
      East Bridgewater town, MA.................      11,611      11,421      11,290      11,131      11,108
      Halifax town, MA..........................       6,717       6,648       6,596       6,535       6,522
      Hanson town, MA...........................       9,211       9,111       9,066       9,029       9,011
      Lakeville town, MA........................       8,142       7,977       7,900       7,831       7,815
      Middleborough town, MA....................      18,342      18,081      17,973      17,874      17,838
      Plympton town, MA.........................       2,498       2,467       2,444       2,389       2,384
      West Bridgewater town, MA.................       6,473       6,405       6,388       6,410       6,397
      Whitman town, MA..........................      13,434      13,383      13,381      13,304      13,277
  Fitchburg-Leominster, MA PMSA.................     138,712     138,416     138,375     138,392     138,246
    Middlesex County (pt.)......................       2,807       2,774       2,745       2,716       2,716
      Ashby town, MA............................       2,807       2,774       2,745       2,716       2,716
    Worcester County (pt.)......................     135,905     135,642     135,630     135,676     135,530
      Ashburnham town, MA.......................       5,422       5,403       5,407       5,426       5,420
      Fitchburg city, MA........................      40,677      40,871      41,269      41,711      41,667
      Gardner city, MA..........................      20,286      20,212      20,289      20,189      20,168
      Leominster city, MA.......................      38,396      38,241      38,052      37,905      37,864
      Lunenburg town, MA........................       8,954       8,910       8,899       8,971       8,961
      Templeton town, MA........................       6,828       6,753       6,562       6,462       6,455
      Westminster town, MA......................       6,408       6,346       6,282       6,186       6,179
      Winchendon town, MA.......................       8,934       8,906       8,870       8,826       8,816
  Lawrence, MA-NH PMSA..........................     359,219     355,840     353,978     354,264     353,643
    Essex County, MA (pt.)......................     243,202     241,803     241,270     240,405     240,204
      Andover town, MA..........................      30,293      29,994      29,879      29,348      29,325
      Boxford town, MA..........................       7,354       6,551       6,288       6,271       6,266
      Georgetown town, MA.......................       6,854       6,759       6,679       6,635       6,629
      Groveland town, MA........................       5,444       5,403       5,366       5,294       5,289
      Haverhill city, MA........................      51,784      51,478      51,398      51,133      51,090
      Lawrence city, MA.........................      69,359      69,712      69,979      70,054      69,995
      Merrimac town, MA.........................       5,369       5,282       5,225       5,196       5,192
      Methuen city, MA..........................      40,384      40,211      40,118      40,173      40,139
      North Andover town, MA....................      22,828      22,944      22,908      22,880      22,861
      West Newbury town, MA.....................       3,533       3,469       3,430       3,421       3,418
    Rockingham County, NH (pt.).................     116,017     114,037     112,708     113,859     113,439
      Atkinson town, NH.........................       5,556       5,359       5,145       5,141       5,122
      Chester town, NH..........................       2,834       2,742       2,725       2,744       2,734
      Danville town, NH.........................       2,648       2,558       2,480       2,474       2,465
      Derry town, NH............................      30,242      29,760      29,391      29,745      29,635
      Fremont town, NH..........................       2,875       2,782       2,730       2,730       2,720
      Hampstead town, NH........................       7,106       6,940       6,801       6,848       6,823
      Kingston town, NH.........................       5,600       5,523       5,467       5,563       5,542
      Newton town, NH...........................       3,551       3,511       3,485       3,546       3,533
      Plaistow town, NH.........................       7,211       7,143       7,127       7,284       7,257
      Raymond town, NH..........................       9,350       9,183       9,063       8,854       8,821
      Salem town, NH............................      25,787      25,486      25,358      25,841      25,746
      Sandown town, NH..........................       4,253       4,165       4,101       4,069       4,054
      Windham town, NH..........................       9,004       8,885       8,835       9,020       8,987
  Lowell, MA-NH PMSA............................     282,651     281,270     280,356     280,549     280,557
    Middlesex County, MA (pt.)..................     272,832     271,619     270,854     271,121     271,149
      Billerica town, MA........................      37,813      37,606      37,531      37,710      37,714
      Chelmsford town, MA.......................      32,354      32,237      32,218      32,380      32,383
      Dracut town, MA...........................      26,323      25,756      25,540      25,568      25,571
      Dunstable town, MA........................       2,319       2,279       2,252       2,235       2,235
      Groton town, MA...........................       8,043       7,854       7,621       7,508       7,509
      Lowell city, MA...........................     101,707     102,021     102,724     103,418     103,428
      Pepperell town, MA........................      10,188      10,144      10,108      10,104      10,105
      Tewksbury town, MA........................      28,205      28,158      27,583      27,140      27,143
      Tyngsborough town, MA.....................       8,948       8,868       8,762       8,655       8,656
      Westford town, MA.........................      16,932      16,696      16,515      16,403      16,405
    Hillsborough County, NH (pt.)...............       9,819       9,651       9,502       9,428       9,408
      Pelham town, NH...........................       9,819       9,651       9,502       9,428       9,408
  Manchester, NH PMSA...........................     175,946     174,516     173,181     174,102     173,680
    Hillsborough County (pt.)...................     134,229     133,415     132,283     132,900     132,624
      Bedford town, NH..........................      12,948      12,664      12,472      12,513      12,487
      Goffstown town, NH........................      14,978      14,795      14,639      14,769      14,741
      Manchester city, NH.......................      99,678      99,427      98,787      99,426      99,217
      Weare town, NH............................       6,625       6,529       6,385       6,192       6,179
    Merrimack County (pt.)......................      13,669      13,581      13,667      13,744      13,699
      Allenstown town, NH.......................       4,628       4,623       4,663       4,710       4,695
      Hooksett town, NH.........................       9,041       8,958       9,004       9,034       9,004
    Rockingham County (pt.).....................      28,048      27,520      27,231      27,458      27,357
      Auburn town, NH...........................       4,149       4,084       4,050       4,085       4,070
      Candia town, NH...........................       3,565       3,512       3,491       3,575       3,562
      Londonderry town, NH......................      20,334      19,924      19,690      19,798      19,725
  Nashua, NH PMSA...............................     171,701     169,988     168,439     168,732     168,364
    Hillsborough County (pt.)...................     171,701     169,988     168,439     168,732     168,364
      Amherst town, NH..........................       9,141       9,076       9,008       9,057       9,037
      Brookline town, NH........................       2,743       2,587       2,501       2,411       2,406
      Greenville town, NH.......................       2,108       2,098       2,082       2,095       2,090
      Hollis town, NH...........................       5,931       5,805       5,716       5,719       5,707
      Hudson town, NH...........................      20,464      20,169      19,836      19,663      19,621
      Litchfield town, NH.......................       6,046       5,754       5,558       5,441       5,429
      Mason town, NH............................       1,415       1,406       1,393       1,369       1,358
      Merrimack town, NH........................      22,454      22,250      22,071      22,234      22,188
      Milford town, NH..........................      12,104      11,996      11,891      11,828      11,803
      Mont Vernon town, NH......................       1,858       1,838       1,824       1,832       1,828
      Nashua city, NH...........................      79,743      79,449      79,178      79,937      79,767
      New Ipswich town, NH......................       4,485       4,360       4,199       4,017       4,008
      Wilton town, NH...........................       3,209       3,200       3,182       3,129       3,122
  New Bedford, MA PMSA..........................     175,022     174,785     175,302     175,876     175,652
    Bristol County (pt.)........................     160,209     160,195     160,824     161,573     161,378
      Acushnet town, MA.........................       9,971       9,921       9,892       9,861       9,849
      Dartmouth town, MA........................      28,594      28,381      28,402      28,455      28,422
      Fairhaven town, MA........................      16,046      16,054      16,134      16,165      16,145
      Freetown town, MA.........................       8,585       8,525       8,510       8,496       8,486
      New Bedford city, MA......................      97,013      97,314      97,886      98,596      98,476
    Plymouth County (pt.).......................      14,813      14,590      14,478      14,303      14,274
      Marion town, MA...........................       4,637       4,581       4,555       4,474       4,465
      Mattapoisett town, MA.....................       5,967       5,907       5,887       5,859       5,847
      Rochester town, MA........................       4,209       4,102       4,036       3,970       3,962
  Portsmouth-Rochester, NH-ME PMSA..............     223,640     221,339     220,637     223,672     223,132
    York County, ME (pt.).......................      36,545      36,487      36,417      36,536      36,423
      Berwick town, ME..........................       6,110       6,089       6,072       6,062       6,043
      Eliot town, ME............................       5,352       5,343       5,346       5,346       5,329
      Kittery town, ME..........................       9,269       9,304       9,278       9,405       9,377
      South Berwick town, ME....................       5,961       5,944       5,923       5,902       5,884
      York town, ME.............................       9,853       9,807       9,798       9,821       9,790
    Rockingham County, NH (pt.).................      88,231      87,208      86,706      88,892      88,574
      Brentwood town, NH........................       2,485       2,412       2,369       2,363       2,356
      East Kingston town, NH....................       1,655       1,595       1,559       1,559       1,553
      Epping town, NH...........................       5,487       5,382       5,296       5,267       5,248
      Exeter town, NH...........................      12,504      12,386      12,353      12,654      12,608
      Greenland town, NH........................       2,761       2,702       2,669       2,708       2,698
      Hampton town, NH..........................      12,260      12,146      12,093      12,324      12,279
      Hampton Falls town, NH....................       1,517       1,467       1,442       1,467       1,462
      Kensington town, NH.......................       1,314       1,294       1,288       1,318       1,313
      New Castle town, NH.......................         832         825         822         843         840
      Newfields town, NH........................         939         907         870         864         861
      Newington town, NH........................         998         982         973         985         982
      Newmarket town, NH........................       7,152       7,105       7,066       7,203       7,176
      North Hampton town, NH....................       3,661       3,595       3,556       3,630       3,617
      Portsmouth city, NH.......................      25,122      24,996      25,000      26,252      26,160
      Rye town, NH..............................       4,370       4,339       4,332       4,461       4,445
      Stratham town, NH.........................       5,174       5,075       5,018       4,994       4,976
    Strafford County, NH (pt.)..................      98,864      97,644      97,514      98,244      98,135
      Barrington town, NH.......................       6,440       6,287       6,200       6,156       6,149
      Dover city, NH............................      25,407      25,070      25,010      25,420      25,391
      Durham town, NH...........................      11,409      11,492      11,789      11,816      11,807
      Farmington town, NH.......................       5,660       5,586       5,591       5,706       5,699
      Lee town, NH..............................       3,821       3,756       3,721       3,699       3,695
      Madbury town, NH..........................       1,494       1,458       1,427       1,408       1,406
      Milton town, NH...........................       3,940       3,837       3,751       3,690       3,686
      Rochester city, NH........................      26,981      26,616      26,511      26,722      26,691
      Rollinsford town, NH......................       2,471       2,433       2,426       2,427       2,424
      Somersworth city, NH......................      11,241      11,109      11,088      11,200      11,187
  Worcester, MA-CT PMSA.........................     478,590     476,199     476,072     478,598     478,092
    Windham County, CT (pt.)....................       8,523       8,439       8,416       8,396       8,384
      Thompson town, CT.........................       8,523       8,439       8,416       8,396       8,384
    Hampden County, MA (pt.)....................       2,134       2,142       2,155       2,177       2,176
      Holland town, MA..........................       2,134       2,142       2,155       2,177       2,176
    Worcester County, MA (pt.)..................     467,933     465,618     465,501     468,025     467,532
      Auburn town, MA...........................      15,014      14,987      15,001      15,032      15,015
      Barre town, MA............................       4,722       4,679       4,627       4,561       4,556
      Boylston town, MA.........................       3,664       3,622       3,544       3,518       3,514
      Brookfield town, MA.......................       2,909       2,912       2,922       2,968       2,965
      Charlton town, MA.........................       9,729       9,618       9,559       9,541       9,531
      Clinton town, MA..........................      13,241      13,248      13,308      13,243      13,229
      Douglas town, MA..........................       5,945       5,809       5,753       5,742       5,736
      Dudley town, MA...........................       9,051       9,004       9,026       9,095       9,086
      East Brookfield town, MA..................       2,021       2,019       2,027       2,031       2,029
      Grafton town, MA..........................      12,668      12,621      12,624      12,749      12,735
      Holden town, MA...........................      14,729      14,621      14,596      14,621      14,605
      Leicester town, MA........................      10,397      10,372      10,349      10,232      10,221
      Millbury town, MA.........................      12,365      12,284      12,233      12,243      12,230
      Northborough town, MA.....................      11,982      11,857      11,842      11,922      11,909
      Northbridge town, MA......................      13,399      13,353      13,362      13,491      13,477
      North Brookfield town, MA.................       4,740       4,706       4,692       4,709       4,704
      Oakham town, MA...........................       1,599       1,583       1,545       1,502       1,500
      Oxford town, MA...........................      12,756      12,661      12,587      12,583      12,569
      Paxton town, MA...........................       4,261       4,229       4,213       4,231       4,227
      Princeton town, MA........................       3,209       3,178       3,180       3,193       3,189
      Rutland town, MA..........................       5,013       4,966       4,940       4,938       4,933
      Shrewsbury town, MA.......................      25,155      24,785      24,272      24,170      24,144
      Southbridge town, MA......................      17,645      17,654      17,726      17,894      17,875
      Spencer town, MA..........................      11,652      11,534      11,538      11,634      11,621
      Sterling town, MA.........................       6,572       6,506       6,490       6,491       6,484
      Sturbridge town, MA.......................       7,781       7,739       7,730       7,781       7,772
      Sutton town, MA...........................       6,859       6,772       6,755       6,710       6,703
      Uxbridge town, MA.........................      10,531      10,410      10,385      10,437      10,426
      Webster town, MA..........................      16,546      16,506      16,520      16,649      16,631
      Westborough town, MA......................      14,213      14,026      14,048      14,168      14,153
      West Boylston town, MA....................       6,557       6,527       6,539       6,611       6,605
      West Brookfield town, MA..................       3,530       3,502       3,500       3,526       3,522
      Worcester city, MA........................     167,478     167,328     168,068     169,809     169,636
Brownsville-Harlingen-San Benito, TX MSA........     287,950     277,166     269,166     261,693     260,120
  Cameron County, TX............................     287,950     277,166     269,166     261,693     260,120
Bryan-College Station, TX MSA...................     129,243     125,228     122,841     121,969     121,862
  Brazos County, TX.............................     129,243     125,228     122,841     121,969     121,862
Buffalo-Niagara Falls, NY MSA...................   1,190,660   1,191,586   1,191,010   1,190,154   1,189,340
  Erie County, NY...............................     969,350     970,774     969,943     969,136     968,584
  Niagara County, NY............................     221,310     220,812     221,067     221,018     220,756
Burlington, VT MSA..............................     156,205     154,147     152,975     151,819     151,309
  Chittenden County (pt.).......................     127,801     126,142     125,373     124,806     124,471
      Burlington city, VT.......................      38,463      38,484      38,552      39,167      39,071
      Charlotte town, VT........................       3,295       3,237       3,185       3,146       3,137
      Colchester town, VT.......................      15,546      15,355      15,293      14,838      14,801
      Essex town, VT............................      16,876      16,691      16,562      16,486      16,439
      Hinesburg town, VT........................       4,051       3,964       3,911       3,822       3,811
      Jericho town, VT..........................       4,329       4,203       4,128       4,095       4,083
      Milton town, VT...........................       8,935       8,738       8,636       8,428       8,404
      Richmond town, VT.........................       3,956       3,901       3,858       3,769       3,758
      St. George town, VT.......................         754         746         743         741         739
      Shelburne town, VT........................       6,165       5,939       5,897       5,884       5,867
      South Burlington city, VT.................      13,168      13,001      12,946      12,881      12,845
      Williston town, VT........................       5,670       5,305       5,062       4,867       4,853
      Winooski city, VT.........................       6,593       6,578       6,600       6,682       6,663
  Franklin County (pt.).........................      25,140      24,806      24,445      23,947      23,792
      Fairfax town, VT..........................       2,683       2,619       2,513       2,371       2,356
      Georgia town, VT..........................       4,091       4,014       3,937       3,832       3,807
      St. Albans city, VT.......................       7,865       7,845       7,829       7,790       7,740
      St. Albans town, VT.......................       5,109       5,017       4,941       4,833       4,801
      Swanton town, VT..........................       5,392       5,311       5,225       5,121       5,088
  Grand Isle County (pt.).......................       3,264       3,199       3,157       3,066       3,046
      Grand Isle town, VT.......................       1,814       1,763       1,721       1,653       1,642
      South Hero town, VT.......................       1,450       1,436       1,436       1,413       1,404
Canton-Massillon, OH MSA........................     400,477     398,271     396,389     394,488     394,106
  Carroll County, OH............................      27,483      27,142      26,944      26,554      26,521
  Stark County, OH..............................     372,994     371,129     369,445     367,934     367,585
Casper, WY MSA..................................      62,838      62,309      61,878      61,212      61,226
  Natrona County, WY............................      62,838      62,309      61,878      61,212      61,226
Cedar Rapids, IA MSA............................     175,106     173,141     170,686     169,164     168,767
  Linn County, IA...............................     175,106     173,141     170,686     169,164     168,767
Champaign-Urbana, IL MSA........................     170,881     175,482     173,952     173,040     173,025
  Champaign County, IL..........................     170,881     175,482     173,952     173,040     173,025
Charleston-North Charleston, SC MSA.............     534,324     532,073     524,780     509,032     506,877
  Berkeley County, SC...........................     137,114     135,387     132,995     129,397     128,658
  Charleston County, SC.........................     310,222     310,714     306,020     295,900     295,159
  Dorchester County, SC.........................      86,988      85,972      85,765      83,735      83,060
Charleston, WV MSA..............................     253,725     252,588     251,179     250,356     250,454
  Kanawha County, WV............................     207,127     207,293     206,962     207,339     207,619
  Putnam County, WV.............................      46,598      45,295      44,217      43,017      42,835
Charlotte-Gastonia-Rock Hill, NC-SC MSA.........   1,231,083   1,208,476   1,190,910   1,167,983   1,161,546
  Cabarrus County, NC...........................     105,091     103,708     101,589      99,521      98,935
  Gaston County, NC.............................     178,594     177,729     176,839     175,033     174,769
  Lincoln County, NC............................      54,036      52,612      51,466      50,694      50,319
  Mecklenburg County, NC........................     547,948     535,356     527,121     514,831     511,211
  Rowan County, NC..............................     115,030     113,588     112,220     110,932     110,605
